snapshot_ts,network_id,train_count,anomaly_count,conflict_count,delay_high_count,avg_delay,avg_speed,anomaly_ratio,conflict_ratio,proximity_conflict_count,congestion_conflict_count,network_congestion_conflict,network_proximity_conflict,network_delay_conflict,network_anomaly_spike,network_conflict_label,is_network_conflict
2026-01-26T19:00:17.555Z,1,7,1,2,0,0.0,50.85714285714285,0.1428571428571428,0.2857142857142857,2,0,True,True,False,False,network_congestion_conflict,True
2026-01-26T19:00:17.555Z,196,2,0,0,0,0.0,35.0,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:00:17.555Z,2,2,2,0,0,0.0,69.5,1.0,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:00:17.555Z,3,19,8,0,2,1.0,53.8421052631579,0.4210526315789473,0.0,0,0,False,False,True,True,network_delay_conflict,True
2026-01-26T19:00:17.555Z,AW,67,22,40,9,1.044776119402985,56.73134328358209,0.3283582089552239,0.5970149253731343,17,23,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:00:17.555Z,CC,9,5,7,1,0.8888888888888888,45.55555555555556,0.5555555555555556,0.7777777777777778,4,3,True,False,False,True,network_congestion_conflict,True
2026-01-26T19:00:17.555Z,CH,3,2,0,0,0.0,36.0,0.6666666666666666,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:00:17.555Z,FS,386,128,382,38,0.9015544041450776,54.70725388601036,0.3316062176165803,0.9896373056994818,8,374,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:00:17.555Z,GW,12,4,8,2,1.25,59.16666666666666,0.3333333333333333,0.6666666666666666,2,6,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:00:17.555Z,HYD_MMTS,142,48,138,15,0.9859154929577464,56.25352112676056,0.3380281690140845,0.971830985915493,4,134,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:00:17.555Z,ITRP-AG000174,136,46,101,14,0.8897058823529411,53.72794117647059,0.3382352941176471,0.7426470588235294,48,53,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:00:17.555Z,LE,31,13,22,5,1.1935483870967742,54.58064516129032,0.4193548387096774,0.7096774193548387,16,6,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:00:17.555Z,LM,37,13,21,1,0.3243243243243243,56.567567567567565,0.3513513513513513,0.5675675675675675,14,7,True,False,False,True,network_congestion_conflict,True
2026-01-26T19:00:17.555Z,LRTA,2,1,0,0,0.0,52.0,0.5,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:00:17.555Z,MRTC,1,1,0,1,7.0,77.0,1.0,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:00:17.555Z,NPS_CUVA_CVSR,1,1,0,1,5.0,41.0,1.0,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:00:17.555Z,PNR,1,1,0,0,0.0,53.0,1.0,0.0,0,0,False,False,False,True,network_anomaly_spike,True
