snapshot_ts,network_id,train_count,anomaly_count,conflict_count,delay_high_count,avg_delay,avg_speed,anomaly_ratio,conflict_ratio,proximity_conflict_count,congestion_conflict_count,network_congestion_conflict,network_proximity_conflict,network_delay_conflict,network_anomaly_spike,network_conflict_label,is_network_conflict
2026-01-26T19:09:03.626Z,1,7,5,2,2,2.857142857142857,58.0,0.7142857142857143,0.2857142857142857,2,0,True,True,True,True,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,196,2,1,0,0,0.0,48.0,0.5,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:09:03.626Z,2,2,1,0,0,0.5,54.5,0.5,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:09:03.626Z,3,19,6,0,1,0.3684210526315789,60.0,0.3157894736842105,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:09:03.626Z,AW,67,24,40,5,0.7164179104477612,56.71641791044776,0.3582089552238806,0.5970149253731343,17,23,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,CC,9,2,7,0,0.1111111111111111,44.0,0.2222222222222222,0.7777777777777778,4,3,True,False,False,False,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,CH,3,1,0,1,3.0,46.333333333333336,0.3333333333333333,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:09:03.626Z,FS,386,127,382,38,0.9145077720207254,55.67098445595855,0.3290155440414508,0.9896373056994818,8,374,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,GW,12,7,8,1,1.5,48.833333333333336,0.5833333333333334,0.6666666666666666,2,6,True,False,False,True,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,HYD_MMTS,142,31,138,10,0.5845070422535211,52.87323943661972,0.2183098591549295,0.971830985915493,4,134,True,False,True,False,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,ITRP-AG000174,136,39,101,10,0.6544117647058824,54.36764705882353,0.2867647058823529,0.7426470588235294,48,53,True,False,True,False,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,LE,31,7,22,1,0.4516129032258064,52.354838709677416,0.2258064516129032,0.7096774193548387,16,6,True,False,False,False,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,LM,37,11,21,2,0.7837837837837838,52.48648648648648,0.2972972972972973,0.5675675675675675,14,7,True,False,True,False,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,LRTA,2,0,0,0,0.0,50.5,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:09:03.626Z,MRTC,1,0,0,0,0.0,52.0,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:09:03.626Z,NPS_CUVA_CVSR,1,0,0,0,0.0,54.0,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:09:03.626Z,PNR,1,0,0,0,0.0,72.0,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:09:03.626Z,SN,15,7,14,1,0.8666666666666667,62.2,0.4666666666666667,0.9333333333333332,2,12,True,False,False,True,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,SW,5,2,2,0,0.6,58.0,0.4,0.4,2,0,True,True,False,True,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,TL,5,3,1,3,4.0,43.2,0.6,0.2,0,1,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,TP,57,18,42,5,0.9298245614035088,52.175438596491226,0.3157894736842105,0.7368421052631579,16,26,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,XC,10,4,3,1,1.2,56.9,0.4,0.3,3,0,True,True,False,True,network_congestion_conflict,True
2026-01-26T19:09:03.626Z,XR,7,1,2,0,0.0,54.85714285714285,0.1428571428571428,0.2857142857142857,2,0,True,True,False,False,network_congestion_conflict,True
