snapshot_ts,network_id,train_count,anomaly_count,conflict_count,delay_high_count,avg_delay,avg_speed,anomaly_ratio,conflict_ratio,proximity_conflict_count,congestion_conflict_count,network_congestion_conflict,network_proximity_conflict,network_delay_conflict,network_anomaly_spike,network_conflict_label,is_network_conflict
2026-01-26T19:11:11.677Z,1,7,5,2,2,1.5714285714285714,55.85714285714285,0.7142857142857143,0.2857142857142857,2,0,True,True,True,True,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,196,2,0,0,0,0.0,51.0,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:11:11.677Z,2,2,0,0,0,0.0,55.5,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:11:11.677Z,3,19,7,0,3,1.105263157894737,55.73684210526316,0.3684210526315789,0.0,0,0,False,False,True,True,network_delay_conflict,True
2026-01-26T19:11:11.677Z,AW,67,23,40,6,0.7164179104477612,52.08955223880597,0.3432835820895522,0.5970149253731343,17,23,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,CC,9,4,7,1,1.4444444444444444,50.77777777777778,0.4444444444444444,0.7777777777777778,4,3,True,False,False,True,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,CH,3,3,0,3,7.333333333333333,64.33333333333333,1.0,0.0,0,0,False,False,True,True,network_delay_conflict,True
2026-01-26T19:11:11.677Z,FS,386,132,382,40,0.9585492227979274,55.25129533678757,0.3419689119170984,0.9896373056994818,8,374,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,GW,12,1,8,0,0.3333333333333333,56.91666666666666,0.0833333333333333,0.6666666666666666,2,6,True,False,False,False,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,HYD_MMTS,142,50,138,20,1.1408450704225352,53.15492957746479,0.352112676056338,0.971830985915493,4,134,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,ITRP-AG000174,136,46,101,25,1.3823529411764706,55.45588235294117,0.3382352941176471,0.7426470588235294,48,53,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,LE,31,9,22,1,0.3548387096774194,58.29032258064516,0.2903225806451613,0.7096774193548387,16,6,True,False,False,False,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,LM,37,14,21,3,0.7567567567567568,52.75675675675676,0.3783783783783784,0.5675675675675675,14,7,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,LRTA,2,0,0,0,0.0,54.0,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:11:11.677Z,MRTC,1,0,0,0,0.0,68.0,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:11:11.677Z,NPS_CUVA_CVSR,1,1,0,1,8.0,32.0,1.0,0.0,0,0,False,False,False,True,network_anomaly_spike,True
2026-01-26T19:11:11.677Z,PNR,1,0,0,0,0.0,71.0,0.0,0.0,0,0,False,False,False,False,normal,False
2026-01-26T19:11:11.677Z,SN,15,5,14,3,1.4,53.46666666666667,0.3333333333333333,0.9333333333333332,2,12,True,False,True,True,network_congestion_conflict,True
2026-01-26T19:11:11.677Z,SW,5,0,2,0,0.0,58.4,0.0,0.4,2,0,True,True,False,False,network_congestion_conflict,True
